,Class
127150,0
60867,0
73141,0
128700,0
227862,0
59372,0
177315,0
212146,0
6960,0
100529,0
270136,0
244843,0
79900,0
138317,0
123922,0
127012,0
215161,0
116379,0
184162,0
284501,0
247229,0
76829,0
23192,0
221446,0
263095,0
77294,0
109820,0
32241,0
62726,0
261011,0
209412,0
86757,0
199039,0
186817,0
127305,0
63820,0
80149,0
173252,0
67168,0
160578,0
2998,0
249316,0
12914,0
83725,0
222097,0
276478,0
202601,0
188323,0
237931,0
235319,0
196204,0
167977,0
203146,0
105859,0
149184,0
25182,0
19886,0
54091,0
166838,0
96082,0
77032,0
227495,0
271878,0
231087,0
110484,0
13105,0
210550,0
188684,0
146326,0
142230,0
25558,0
61312,0
248425,0
4885,0
50258,0
9482,0
106976,0
175570,0
209995,0
136120,0
267715,0
21413,0
124577,0
166081,0
276984,0
59727,0
76763,0
275473,0
93482,0
44722,0
104901,0
26071,0
63279,0
277452,0
134749,0
64254,0
76393,0
159674,0
194323,0
147679,0
166719,0
35571,0
265459,0
203870,0
255237,0
255617,0
135603,0
76354,0
239080,0
53743,0
111568,0
214440,0
222619,0
196463,0
66334,0
181278,0
101301,0
253998,0
165772,0
137547,0
197983,0
84680,0
193976,0
131313,0
270381,0
47638,0
210002,0
99098,0
67758,0
267202,0
225973,0
153473,0
203250,0
72738,0
62147,0
215322,0
80349,0
95364,0
88466,0
269675,0
91382,0
178747,0
62263,0
83075,0
71819,0
6784,0
271496,0
155130,0
229301,0
196872,0
180485,0
149191,0
59657,0
81958,0
54953,0
214904,0
264732,0
33035,0
63182,0
162078,0
275183,0
68735,0
49317,0
123817,0
132658,0
107268,0
84081,0
84987,0
268519,0
117011,0
240880,0
143554,0
135915,0
14508,0
50234,0
152490,0
257126,0
123416,0
199773,0
6109,0
73789,0
235728,0
195663,0
92976,0
201661,0
93164,0
203133,0
182260,0
23353,0
91841,0
187101,0
250529,0
168059,0
64046,0
202762,0
123940,0
186402,0
21073,0
218463,0
198610,0
77129,0
28419,0
53252,0
44465,0
230030,0
68501,0
183472,0
238934,0
245970,0
257633,0
73311,0
63352,0
124446,0
71427,0
84879,0
193129,0
87840,0
47115,0
196608,0
142126,0
122397,0
161085,0
64484,0
6693,0
192631,0
276536,0
60027,0
39757,0
86819,0
146777,0
256024,0
240745,0
802,0
249107,0
150254,0
107950,0
3675,0
97316,0
127290,0
212024,0
188689,0
277658,0
204713,0
116801,0
229139,0
174159,0
184508,0
114898,0
171007,0
254735,0
170808,0
39280,0
140878,0
142042,0
56347,0
131495,0
178345,0
270421,0
259082,0
58871,0
79155,0
123912,0
224394,0
217614,0
22336,0
116959,0
16676,0
44066,0
8740,0
155137,0
109667,0
201039,0
241269,0
33715,0
284113,0
282070,0
95535,0
18147,0
249456,0
65484,0
117954,0
247832,0
125354,0
198289,0
218031,0
145717,0
276263,0
271967,0
24737,0
103446,0
281854,0
277685,0
271844,0
153763,0
55108,0
220061,0
160412,0
184630,0
166536,0
99933,0
280418,0
96819,0
27962,0
269500,0
51274,0
278803,0
232932,0
25746,0
130880,0
39123,0
222848,0
210045,0
210982,0
49115,0
263498,0
272751,0
208509,0
194118,0
211949,0
114187,0
121722,0
269283,0
182385,0
276649,0
45879,0
274008,0
129227,0
123007,0
72520,0
269358,0
86669,0
82369,0
60500,0
112776,0
41666,0
6733,0
234613,0
114597,0
227065,0
73800,0
161952,0
29291,0
190219,0
122966,0
259747,0
62593,0
229719,0
111972,0
178146,0
73857,1
198738,0
280337,0
29480,0
57958,0
216577,0
124775,0
88787,0
244539,0
34212,0
211188,0
156540,0
165667,0
16117,0
69230,0
257965,0
132913,0
219452,0
105517,0
96248,0
238788,0
111075,0
106408,0
257274,0
268915,0
166165,0
74659,0
229097,0
110110,0
63167,0
27263,0
185348,0
277502,0
92862,0
20256,0
228991,0
84601,0
242839,0
163726,0
220203,0
222874,0
15303,0
187864,0
139841,0
264077,0
228163,0
172066,0
131573,0
188058,0
145859,0
46800,0
20210,0
282238,0
122991,0
33957,0
327,0
187458,0
92415,0
251391,0
249667,0
276744,0
24137,0
158956,0
233949,0
49971,0
35244,0
267761,0
52296,0
187988,0
2935,0
128214,0
13324,0
277459,0
200341,0
275396,0
196523,0
92510,0
20247,0
230251,0
14933,0
137435,0
142553,0
154666,0
222202,0
196739,0
114805,0
233494,0
34989,0
232808,0
240497,0
191037,0
106541,0
100475,0
264347,0
90240,0
152812,0
96298,0
149945,0
29974,0
215709,0
88783,0
38498,0
160916,0
217713,0
64200,0
172176,0
282409,0
211928,0
228772,0
211380,0
163336,0
111475,0
264909,0
34207,0
104552,0
81962,0
1522,0
97225,0
154118,0
270507,0
75911,0
200686,0
71907,0
22320,0
44426,0
122196,0
84586,0
258206,0
234863,0
57002,0
16523,0
103264,0
195263,0
176773,0
159058,0
143359,0
95301,0
146187,0
158908,0
139490,0
244760,0
36759,0
104379,0
246452,0
73286,0
201251,0
166144,0
185745,0
101498,0
102880,0
32853,0
109490,0
172854,0
282325,0
91,0
169269,0
109285,0
54151,0
25086,0
213454,0
203903,0
168898,0
230716,0
156693,0
30208,0
98386,0
169640,0
187387,0
158351,0
181898,0
123915,0
226160,0
72361,0
10095,0
275708,0
160234,0
63542,0
249448,0
72823,0
4188,0
46387,0
105720,0
143274,0
261651,0
30534,0
76864,0
10558,0
171374,0
21199,0
247792,0
138024,0
66697,0
127687,0
23108,0
140181,0
123376,0
235012,0
237996,0
280721,0
64791,0
190683,0
122467,0
81073,0
69262,0
127198,0
191943,0
7882,0
252069,0
56426,0
242457,0
226709,0
93064,0
195411,0
259010,0
232327,0
84491,0
191233,0
135944,0
29307,0
168965,0
111139,0
142593,0
15268,0
46595,0
40887,0
119765,0
244201,0
7309,0
67807,0
30283,0
31043,0
229786,0
257840,0
59190,0
220146,0
64801,0
196477,0
44530,0
209156,0
47994,0
76500,0
153341,0
228573,0
230812,0
261599,0
110490,0
229225,0
182634,0
120811,0
194349,0
269910,0
165491,0
106362,0
57603,0
277643,0
282414,0
133749,0
134116,0
60215,0
137321,0
171497,0
52099,0
220694,0
33455,0
147252,0
60089,0
257909,0
278588,0
188897,0
229512,0
42555,0
249320,0
264701,0
174513,0
166566,0
16875,0
56235,0
153871,0
62997,0
125411,0
35141,0
60900,0
252229,0
261003,0
201411,0
108945,0
170353,0
92582,0
246438,0
23737,0
283583,0
59296,0
128528,0
626,0
253878,0
201947,0
88362,0
245940,0
82966,0
282249,0
220720,0
112945,0
187878,0
31667,0
13560,0
150929,0
20550,0
139510,0
210417,0
195234,0
100487,0
70941,0
171462,0
34210,0
28582,0
253496,0
40669,0
17602,0
70597,0
108769,0
95218,0
280512,0
169228,0
10187,0
172907,0
258762,0
142423,0
137759,0
60738,0
201101,0
25357,0
261790,0
61246,0
166418,0
154090,0
91032,0
231391,0
268451,0
17756,0
174788,0
31038,0
250505,0
165065,0
218377,0
191704,0
98671,0
11778,0
277380,0
16942,0
224653,0
216555,0
178283,0
77416,0
176489,0
9520,0
224475,0
57174,0
66201,0
269212,0
283705,0
268045,0
163783,0
129120,0
40929,0
200394,0
167072,0
262871,0
61488,0
134257,0
218248,0
260539,0
155813,0
18738,0
142858,0
49276,0
186469,0
252447,0
242525,0
162319,0
261265,0
4469,0
284786,0
149086,0
2400,0
149138,0
102953,0
159799,0
225466,0
103615,0
94828,0
2822,0
267696,0
84703,0
79970,0
79145,0
105726,0
203323,0
212816,0
204355,0
117777,0
228019,0
232344,0
8789,0
206166,0
53360,0
179283,0
209897,0
115798,0
53446,0
13903,0
25292,0
88927,0
214946,0
1974,0
67231,0
45238,0
17723,0
196566,0
212325,0
210443,0
192277,0
189874,0
125961,0
21155,0
30593,0
191099,0
131696,0
82245,0
68967,0
214770,0
109236,0
279904,0
230753,0
65014,0
159088,0
126359,0
63860,0
284485,0
235162,0
113166,0
193969,0
255592,0
174504,0
247706,0
1674,0
57156,0
266587,0
128395,0
268766,0
85963,0
145627,0
232874,0
109848,0
107224,0
279507,0
128773,0
125182,0
42551,0
169581,0
75815,0
225334,0
37888,0
65935,0
282384,0
13545,0
30325,0
75550,0
167448,0
126609,0
175607,0
23150,0
50227,0
223031,0
183147,0
238692,0
194819,0
36798,0
269432,0
125019,0
179237,0
241614,0
178803,0
116742,0
66900,0
99884,0
10468,0
229554,0
183599,0
259325,0
194205,0
267166,0
99689,0
17296,0
113017,0
28441,0
66028,0
225052,0
235874,0
30316,0
69219,0
152233,0
246582,0
29170,0
208452,0
114396,0
152699,0
203388,0
175332,0
78252,0
137163,0
226665,0
10065,0
96251,0
29494,0
183062,0
164835,0
168160,0
205195,0
35819,0
250537,0
104036,0
280241,0
253462,0
162496,0
37541,0
252985,0
107836,0
39644,0
207927,0
180690,0
117267,0
53556,0
220261,0
203184,0
63995,0
88108,0
228021,0
51704,0
59541,0
10138,0
3692,0
243473,0
133222,0
271297,0
78320,0
176209,0
109208,0
153892,0
22901,0
44942,0
17263,0
127374,0
258222,0
85092,0
203658,0
3591,0
62237,0
283429,0
210400,0
65166,0
189451,0
41036,0
57520,0
171623,0
265207,0
140060,0
138823,0
153976,0
31696,0
172191,0
91492,0
67777,0
6884,0
235800,0
19382,0
139883,0
174299,0
75421,0
82890,0
223128,0
65499,0
191954,0
53449,0
265946,0
51748,0
11421,0
139472,0
240518,0
114753,0
30030,0
80293,0
216179,0
225510,0
99918,0
217130,0
235675,0
128620,0
280069,0
56325,0
36509,0
118433,0
150427,0
148195,0
16196,0
76180,0
146678,0
205183,0
27001,0
212363,0
62706,0
275832,0
188568,0
244793,0
35912,0
53836,0
210392,0
188838,0
255351,0
36874,0
182560,0
79331,0
75017,0
199160,0
113507,0
180037,0
180726,0
202338,0
108165,0
35024,0
119199,0
112038,0
188572,0
187478,0
98353,0
227039,0
148279,0
8893,0
258898,0
232065,0
270853,0
144182,0
5540,0
93523,0
267243,0
117378,0
75406,0
161647,0
209420,0
65032,0
64991,0
136174,0
113107,0
210600,0
130963,0
213174,0
230371,0
66711,0
119437,0
52399,0
228463,0
119540,0
217352,0
101740,0
209127,0
250253,0
112300,0
250677,0
235843,0
206574,0
236823,0
141163,0
177335,0
190776,0
238150,0
64872,0
27406,0
23083,0
202718,0
260526,0
118500,0
25678,0
228047,0
45532,0
218466,0
188025,0
134294,0
120877,0
108900,0
121444,0
202636,0
69703,0
263894,0
76591,0
49407,0
255122,0
40062,0
61962,0
234210,0
159067,0
244074,0
138038,0
188683,0
94407,0
35330,0
246955,0
232773,0
129480,0
229453,0
255421,0
186475,0
221652,0
43584,0
274674,0
78096,0
263804,0
165421,0
263701,0
180,0
138058,0
213139,0
15243,0
226383,0
214298,0
149693,0
261743,0
43055,0
87849,0
32152,0
207353,0
98659,0
28538,0
165318,0
26051,0
94972,0
253472,0
57050,0
162647,0
178708,0
223857,0
190818,0
47104,0
243150,0
108880,0
224514,0
164036,0
100432,0
70236,0
279289,0
34160,0
198316,0
68932,0
253860,0
146710,0
146160,0
136566,0
220262,0
249078,0
181509,0
144296,0
134615,0
61535,0
172083,0
5532,0
264371,0
43344,0
120954,0
48772,0
144749,0
11638,0
83845,0
279062,0
65526,0
186538,0
230724,0
97042,0
168646,0
178137,0
59131,0
250386,0
31428,0
51313,0
114136,0
108480,0
159658,0
275055,0
35326,0
149253,0
250801,0
78052,0
8388,0
19062,0
203787,0
240821,0
75212,0
57187,0
177834,0
80296,0
94801,0
257206,0
240113,0
134049,0
92402,0
47712,0
165115,0
276221,0
243514,0
61851,0
251554,0
49603,0
91071,0
111658,0
12457,0
178159,0
82686,0
82762,0
84399,0
139547,0
84536,0
134142,0
203690,0
47842,0
112897,0
11476,0
109671,0
49230,0
60018,0
72026,0
220042,0
81619,0
236063,0
238006,0
71620,0
139712,0
71088,0
27957,0
76211,0
277637,0
104108,0
39420,0
198837,0
174360,0
62659,0
70965,0
29304,0
48470,0
244366,0
180561,0
215330,0
3031,0
155542,0
19572,0
4742,0
212433,0
34312,0
138670,0
156606,0
92505,0
25089,0
75554,0
276080,0
58676,0
100375,0
151656,0
229408,0
197619,0
211724,0
123096,0
177542,0
276394,0
63246,0
4081,0
182208,0
143888,0
237986,0
179387,0
249708,0
135753,0
251314,0
155966,0
252581,0
70764,0
115047,0
84875,0
282593,0
193109,0
173155,0
52611,0
47859,0
93605,0
123071,0
55440,0
194014,0
1605,0
133592,0
111252,0
164659,0
181104,0
48374,0
252996,0
214977,0
279477,0
66923,0
64133,0
72840,0
174510,0
38059,0
66360,0
145062,0
125021,0
284587,0
4693,0
60565,0
245659,0
78135,0
147350,0
42715,0
249516,0
156825,0
270452,0
269577,0
278047,0
39250,0
209104,0
65505,0
247921,0
51457,0
77036,0
273256,0
237496,0
149178,0
233921,0
277118,0
275266,0
149498,0
175440,0
137841,0
216110,0
91219,0
199040,0
72316,0
200682,0
269223,0
16922,0
282808,0
175198,0
283230,0
33368,0
66538,0
7719,0
4009,0
187239,0
3213,0
106952,0
113019,0
261872,0
255597,0
227973,0
143535,0
75589,0
202710,0
38778,0
255780,0
281535,0
145132,0
120883,0
180043,0
195530,0
50945,0
38382,0
234716,0
61989,0
248829,0
88183,0
278237,0
35542,0
108359,0
74122,0
47834,0
147867,0
165154,0
58299,0
184358,0
75705,0
245351,0
222853,0
166055,0
51277,0
40365,0
254737,0
231406,0
76321,0
62344,0
146466,0
115356,0
152032,0
20673,0
168306,0
153161,0
95730,0
59589,0
265148,0
68213,0
157798,0
82931,0
234593,0
204131,0
197542,0
259882,0
21962,0
17169,0
124464,0
207254,0
73397,0
38046,0
160417,0
108901,0
149369,0
135615,0
99783,0
137190,0
193940,0
212087,0
259376,0
70402,0
16630,0
123474,0
204852,0
159351,0
272119,0
126365,0
125368,0
198089,0
149013,0
50772,0
13246,0
177357,0
234504,0
89995,0
212429,0
196348,0
166671,0
40033,0
137382,0
232400,0
212759,0
181469,0
108970,0
42963,0
156915,0
153232,0
104285,0
94810,0
119409,0
192515,0
48511,0
7623,0
43476,0
12945,0
179076,0
9925,0
205115,0
133302,0
16310,0
245329,0
7480,0
106136,0
161789,0
232833,0
50936,0
54867,0
86617,0
198040,0
178043,0
240537,0
173689,0
35163,0
158430,0
26112,0
15237,0
59173,0
280808,0
11370,0
213383,0
213068,0
242277,0
132721,0
71906,0
148751,0
3282,0
221516,0
75056,0
276893,0
188601,0
169826,0
33434,0
248827,0
79002,0
84224,0
125741,0
160109,0
51131,0
55916,0
104768,0
196630,0
23730,0
103526,0
275092,0
106075,0
257313,0
13952,0
181478,0
50818,0
94570,0
90133,0
172724,0
5275,0
171042,0
115909,0
76891,0
133572,0
44223,1
142584,0
60295,0
56187,0
237956,0
140313,0
8345,0
95427,0
194438,0
8260,0
263232,0
54201,0
115118,0
159226,0
168923,0
161271,0
63940,0
14485,0
159266,0
152331,0
11719,0
114719,0
246874,0
28965,0
21442,0
277094,0
243953,0
132019,0
189626,0
259184,0
210596,0
278143,0
247101,0
180092,0
190549,0
58764,0
116021,0
78067,0
18098,0
234857,0
172309,0
21697,0
61281,0
87142,0
19082,0
4837,0
244684,0
67563,0
198833,0
214916,0
282823,0
210169,0
6646,0
99406,0
59351,0
98505,0
96095,0
91526,0
171317,0
134726,0
93796,0
30171,0
8069,0
260411,0
33919,0
96371,0
259528,0
236598,0
146014,0
11215,0
8873,0
25949,0
59976,0
156085,0
22354,0
13991,0
7915,0
147776,0
233417,0
119057,0
150010,0
215562,0
200149,0
52616,0
171343,0
85433,0
128403,0
202442,0
18092,0
99221,0
218265,0
236423,0
233704,0
88582,0
120783,0
62946,0
13068,0
131697,0
92521,0
138461,0
42328,0
25165,0
75764,0
106274,0
235320,0
238783,0
23127,0
5591,0
165683,0
232184,0
143054,0
185515,0
22939,0
14967,0
150091,0
229534,0
246624,0
75980,0
106805,0
88198,0
239293,0
39401,0
64425,0
38077,0
269727,0
208401,0
203171,0
276439,0
281348,0
122231,0
34403,0
48385,0
259136,0
40019,0
163842,0
86011,0
90384,0
138884,0
126642,0
328,0
121539,0
253835,0
73724,0
924,0
270165,0
275232,0
259013,0
121333,0
147489,0
32448,0
186767,0
226498,0
110005,0
4666,0
42512,0
263459,0
155459,0
183667,0
37575,0
151091,0
8784,0
50418,0
212352,0
81243,0
228996,0
236647,0
20381,0
122848,0
92319,0
184685,0
249061,0
212585,0
172586,0
198119,0
247133,0
58682,0
17434,0
258126,0
166567,0
2428,0
138356,0
205251,0
168925,0
24014,0
183507,0
122777,0
9711,0
29922,0
189301,0
191964,0
213406,0
112280,0
52713,0
11525,0
248958,0
28772,0
195744,0
135957,0
228497,0
188237,0
147726,0
124442,0
19314,0
48499,0
7062,0
276921,0
230481,0
98054,0
253116,0
82896,0
240689,0
90012,0
34938,0
49107,0
45490,0
284771,0
261639,0
148533,0
280578,0
165480,0
119789,0
188188,0
231534,0
163064,0
180196,0
90609,0
50533,0
141792,0
202099,0
266011,0
35580,0
7166,0
153060,0
63906,0
228147,0
81152,0
215453,0
168210,0
94772,0
197796,0
198252,0
128690,0
25386,0
159665,0
33461,0
213708,0
145869,0
72241,0
148254,0
209147,0
199288,0
252053,0
195185,0
8520,0
208946,0
60111,0
64442,0
95203,0
137173,0
53738,0
79654,0
132379,0
169555,0
111126,0
107424,0
236316,0
119082,0
205005,0
240939,0
282147,0
111129,0
25280,0
232151,0
261012,0
136090,0
155513,0
45100,0
130559,0
58195,0
236284,0
87427,0
26118,0
100169,0
32857,0
155289,0
191398,0
284328,0
170942,0
95831,0
261024,0
196728,0
44843,0
107883,0
44003,0
143452,0
198902,0
143617,0
268424,0
53937,0
45151,0
113675,0
169759,0
103346,0
135060,0
152855,0
65356,0
84519,0
248172,0
181318,0
117736,0
198641,0
110397,0
240248,0
183722,0
146929,0
64337,0
44749,0
72577,0
16654,0
41520,0
18463,0
156502,0
268855,0
33686,0
92559,0
10291,0
105218,0
152344,0
69586,0
15088,0
249565,0
140860,0
5691,0
233804,0
205345,0
151305,0
165586,0
116131,0
34526,0
14507,0
34218,0
270634,0
