,class
23614,0
10667,0
12345,0
21096,0
12481,1
29801,0
24199,0
39667,0
8901,0
20829,0
3691,1
28732,0
6437,0
24971,0
21007,0
29241,0
31143,0
22677,0
46853,1
40245,0
35508,0
42864,0
18900,0
2532,0
19607,0
33649,1
33186,0
17568,0
27171,0
19870,0
18991,1
32529,0
3053,0
19884,0
18520,0
40921,0
13395,0
33364,0
9304,0
8485,0
2851,1
20729,0
39553,0
31628,1
42056,0
36836,1
11600,0
3199,0
32633,1
31398,1
23534,1
2747,0
19393,0
34992,0
31634,0
33369,1
13055,0
42395,0
28124,0
2679,0
987,0
3362,0
20761,0
41823,0
12391,1
28108,0
3491,1
22950,1
47448,0
28502,0
43439,0
33181,0
14212,0
34619,0
36492,0
36727,0
7040,0
10887,0
37544,0
24736,0
31503,0
26840,0
7747,1
1279,0
29912,1
38125,0
37705,1
39368,1
4078,0
48268,0
46219,0
37930,1
38056,0
46261,0
9275,0
22005,0
38738,0
8571,1
44294,0
46095,0
43540,0
3254,0
16970,0
40132,0
2834,0
7026,0
18967,0
356,0
10939,0
26313,0
32831,0
29547,0
332,1
34641,0
12189,0
41740,0
1165,0
24848,0
15145,1
46459,0
33952,1
6211,0
10606,0
39007,0
7220,0
12080,1
21104,0
42545,0
30513,0
40923,0
13391,0
21663,0
6804,0
44229,1
45368,1
3016,0
33739,0
48502,1
44586,0
6588,1
18629,1
34411,0
22675,0
169,0
40946,1
31349,1
26778,0
43358,1
2396,1
22112,1
21360,0
21653,0
7311,0
3965,1
26229,0
33189,1
48434,0
47120,1
4053,0
6455,0
39564,0
12236,1
32341,0
13911,0
26554,0
39929,0
30401,1
24702,0
17654,0
28800,1
420,0
2776,1
2234,0
30838,0
33517,0
27516,0
22300,0
3826,0
11951,0
30047,0
24304,1
20027,0
47620,0
24857,0
24969,1
27704,0
6991,0
7146,1
47234,0
19264,0
23381,1
26119,0
40243,1
4710,0
35223,0
25461,1
6830,0
10453,0
25429,0
1762,0
43021,0
40753,1
43055,0
42767,0
35801,0
48501,0
9335,1
16294,0
1561,0
37109,0
39973,0
17717,0
13329,1
13226,0
37397,1
16320,0
35462,0
29095,1
22915,0
997,0
17697,0
20961,1
36090,1
26838,1
35140,0
46001,0
45822,1
7683,0
44528,0
15590,1
27965,0
43177,0
28701,0
23842,1
33891,0
4007,0
2758,0
41584,0
33431,0
28632,0
32720,0
33096,0
14944,0
4282,0
15820,0
11643,0
35350,1
42735,0
36011,0
19247,0
21890,0
34216,0
43193,0
5998,0
544,1
35611,0
31329,0
37301,0
44580,0
30609,1
34522,1
41294,0
39384,1
15990,0
44570,0
3812,0
25435,0
16554,0
14593,0
12788,0
31321,0
32631,0
8259,0
25842,1
3865,0
7984,1
4959,0
46623,1
12411,0
37230,0
16532,0
331,0
44356,0
45844,0
26362,0
4289,0
26933,0
28909,0
13178,1
35436,0
18919,1
30796,0
25713,0
31795,0
12234,1
47248,0
21578,0
25421,1
21989,1
25079,0
31785,0
41773,0
4069,0
3956,0
13218,1
15045,0
41071,1
7643,1
44899,0
39524,0
48713,0
25834,0
37121,0
26304,0
19327,0
7905,0
22265,0
20860,0
28326,0
43677,0
16425,0
20938,1
29256,0
12442,0
15019,1
40251,1
17997,0
32737,0
14491,0
13640,0
19224,0
5709,0
48423,0
48072,0
18324,1
16750,1
42164,0
36054,0
31250,0
10153,0
39427,0
35973,0
29890,0
16081,0
12395,0
11169,0
1432,0
32089,0
30385,1
16718,0
7704,0
3327,0
4359,0
3957,0
38012,0
27933,1
43941,0
19398,0
11036,0
24456,0
4978,0
2373,1
47978,1
47770,1
10404,1
26519,0
35755,1
21514,0
39231,0
42287,0
29622,0
24333,0
48336,0
23254,1
26691,0
2602,0
44658,0
20303,0
18002,0
13271,0
38025,1
32351,0
7567,1
45381,0
46868,0
40862,0
14843,0
38849,0
11092,0
43988,0
11806,0
44394,0
11111,1
6193,0
18473,0
22139,0
15008,0
11530,1
8210,0
41574,0
39946,0
1947,0
1412,1
3777,0
48008,1
25055,1
41282,0
41716,0
666,0
3565,0
44278,0
26181,1
43365,0
6739,0
28119,0
30920,0
16364,0
44560,0
11901,1
26799,0
14150,0
33490,1
42278,1
17604,1
12475,0
15588,1
46674,1
22969,0
30318,0
43263,1
47543,0
25341,1
37068,0
22783,0
5675,0
25107,1
39764,0
25802,1
27816,0
44548,1
9854,1
43305,0
46985,0
39437,0
35519,0
34091,0
29237,0
199,1
8248,0
18977,0
852,0
15349,0
42608,1
15512,0
9248,1
39786,1
47345,0
15275,0
44352,0
15600,0
20726,1
7849,0
29544,0
2574,1
44222,0
36172,1
38733,1
42486,0
11065,0
14118,0
24192,1
32962,0
9485,0
22178,0
32742,0
23893,0
6344,1
8540,0
48679,0
34694,0
46654,1
23286,0
15351,0
37798,1
43923,0
21812,0
21938,1
35411,1
16382,1
30066,0
9771,0
20963,0
45542,1
29874,1
31508,0
28142,0
25174,0
17091,0
30937,1
48315,0
4387,0
39722,1
3540,0
33985,0
32477,0
1573,0
10735,1
8189,0
31909,0
35008,0
14985,0
14142,1
12793,0
9149,0
42815,1
3816,0
26716,0
7385,1
10990,0
36766,0
46204,0
17965,0
29621,0
28233,1
20060,1
42196,1
1722,0
34049,0
11275,1
9963,0
